staircase.thisTrialN,staircase.stepSize,staircase.intensity,thisRow.t,notes,trial.started,fixation.started,fixation.stopped,grating.started,key_resp.started,grating.stopped,trial.stopped,CorrAns,tilt,key_resp.corr,staircase.response,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,expStart,
76,0.5,2.0,75.99797010002658,,75.98267209995538,75.99797010002658,76.4821095999796,76.4821095999796,76.4821095999796,76.79819240001962,76.88203969993629,left,-2.0,0,0,0.3966806000098586,Ashish,001,2024-09-11_22h51.35.404,Adaptive Staircase Procedure,2024.2.1post4,59.66426908803034,2024-09-11 22h51.55.295149 +0530,
77,0.5,2.5,76.89780090004206,,76.88222589995712,76.89780090004206,77.39822910004295,77.39822910004295,77.39822910004295,77.69779130001552,78.44907470000908,left,-2.5,1,1,1.0495058000087738,Ashish,001,2024-09-11_22h51.35.404,Adaptive Staircase Procedure,2024.2.1post4,59.66426908803034,2024-09-11 22h51.55.295149 +0530,
78,0.5,2.5,78.46469700010493,,78.4492576001212,78.46469700010493,78.94826059998013,78.94826059998013,78.94826059998013,79.2483065999113,79.49918560008518,right,2.5,1,1,0.5384363001212478,Ashish,001,2024-09-11_22h51.35.404,Adaptive Staircase Procedure,2024.2.1post4,59.66426908803034,2024-09-11 22h51.55.295149 +0530,
79,0.5,2.5,79.51434689993039,,79.49936769995838,79.51434689993039,80.01445879996754,80.01445879996754,80.01445879996754,80.31456149998121,80.56547600007616,left,-2.5,1,1,0.5378735000267625,Ashish,001,2024-09-11_22h51.35.404,Adaptive Staircase Procedure,2024.2.1post4,59.66426908803034,2024-09-11 22h51.55.295149 +0530,
80,0.5,2.0,80.58142599998973,,80.56565889995545,80.58142599998973,81.06442430010065,81.06442430010065,81.06442430010065,81.36490730009973,81.9652756000869,right,2.0,1,1,0.89960280014202,Ashish,001,2024-09-11_22h51.35.404,Adaptive Staircase Procedure,2024.2.1post4,59.66426908803034,2024-09-11 22h51.55.295149 +0530,
81,0.5,2.0,81.9811941999942,,81.96545160003006,81.9811941999942,82.48138329992071,82.48138329992071,82.48138329992071,82.78113829996437,82.99901070003398,right,2.0,1,1,0.5079091000370681,Ashish,001,2024-09-11_22h51.35.404,Adaptive Staircase Procedure,2024.2.1post4,59.66426908803034,2024-09-11 22h51.55.295149 +0530,
82,0.5,2.0,83.01465569995344,,82.99919030000456,83.01465569995344,83.51441669999622,83.51441669999622,83.51441669999622,83.81439790013246,83.99920540000312,left,-2.0,1,1,0.48350220010615885,Ashish,001,2024-09-11_22h51.35.404,Adaptive Staircase Procedure,2024.2.1post4,59.66426908803034,2024-09-11 22h51.55.295149 +0530,
83,0.5,1.5,84.01461419998668,,83.9994242999237,84.01461419998668,84.51444629998878,84.51444629998878,84.51444629998878,84.81466030003503,84.94925509998575,right,1.5,1,1,0.42743430007249117,Ashish,001,2024-09-11_22h51.35.404,Adaptive Staircase Procedure,2024.2.1post4,59.66426908803034,2024-09-11 22h51.55.295149 +0530,
84,0.5,1.5,84.96405100007541,,84.94943320006132,84.96405100007541,85.46479550004005,85.46479550004005,85.46479550004005,85.76447400008328,85.99898659996688,right,1.5,1,1,0.5203490001149476,Ashish,001,2024-09-11_22h51.35.404,Adaptive Staircase Procedure,2024.2.1post4,59.66426908803034,2024-09-11 22h51.55.295149 +0530,
85,0.5,1.5,86.0149725000374,,85.99916550004855,86.0149725000374,86.51452960004099,86.51452960004099,86.51452960004099,86.81409600004554,86.94847519998439,right,1.5,0,0,0.4171887000557035,Ashish,001,2024-09-11_22h51.35.404,Adaptive Staircase Procedure,2024.2.1post4,59.66426908803034,2024-09-11 22h51.55.295149 +0530,
86,0.5,2.0,86.96472509996966,,86.9486589001026,86.96472509996966,87.44779230002314,87.44779230002314,87.44779230002314,87.74845189996995,87.9821981000714,left,-2.0,0,0,0.5295726000331342,Ashish,001,2024-09-11_22h51.35.404,Adaptive Staircase Procedure,2024.2.1post4,59.66426908803034,2024-09-11 22h51.55.295149 +0530,
87,0.5,2.5,87.99713020003401,,87.9823819999583,87.99713020003401,88.49741260008886,88.49741260008886,88.49741260008886,88.7979204999283,88.99926579999737,right,2.5,1,1,0.4859885999467224,Ashish,001,2024-09-11_22h51.35.404,Adaptive Staircase Procedure,2024.2.1post4,59.66426908803034,2024-09-11 22h51.55.295149 +0530,
88,0.5,2.5,89.0147782000713,,88.99949610000476,89.0147782000713,89.51451070001349,89.51451070001349,89.51451070001349,89.81498829997145,89.99904979998246,left,-2.5,1,1,0.47653259988874197,Ashish,001,2024-09-11_22h51.35.404,Adaptive Staircase Procedure,2024.2.1post4,59.66426908803034,2024-09-11 22h51.55.295149 +0530,
89,0.5,2.5,90.01419080002233,,89.99924360006116,90.01419080002233,90.4977945999708,90.4977945999708,90.4977945999708,90.79752529994585,91.21495299995877,right,2.5,0,0,0.7099448998924345,Ashish,001,2024-09-11_22h51.35.404,Adaptive Staircase Procedure,2024.2.1post4,59.66426908803034,2024-09-11 22h51.55.295149 +0530,
90,0.5,3.0,91.23099440010265,,91.21513470006175,91.23099440010265,91.71478929999284,91.71478929999284,91.71478929999284,92.01456680009142,92.19870760012418,right,3.0,1,1,0.4762297000270337,Ashish,001,2024-09-11_22h51.35.404,Adaptive Staircase Procedure,2024.2.1post4,59.66426908803034,2024-09-11 22h51.55.295149 +0530,
91,0.5,3.0,92.21428119996563,,92.19888720009476,92.21428119996563,92.71474820002913,92.71474820002913,92.71474820002913,93.01437849993818,93.21531280013733,right,3.0,1,1,0.4843307000119239,Ashish,001,2024-09-11_22h51.35.404,Adaptive Staircase Procedure,2024.2.1post4,59.66426908803034,2024-09-11 22h51.55.295149 +0530,
92,0.5,3.0,93.23106430005282,,93.21549570001662,93.23106430005282,93.7314663999714,93.7314663999714,93.7314663999714,94.03166540013626,94.3152336999774,left,-3.0,1,1,0.5776647001039237,Ashish,001,2024-09-11_22h51.35.404,Adaptive Staircase Procedure,2024.2.1post4,59.66426908803034,2024-09-11 22h51.55.295149 +0530,
93,0.5,2.5,94.33086650003679,,94.31542030000128,94.33086650003679,94.81506510009058,94.81506510009058,94.81506510009058,95.1144026000984,95.26556530012749,right,2.5,1,1,0.4344681000802666,Ashish,001,2024-09-11_22h51.35.404,Adaptive Staircase Procedure,2024.2.1post4,59.66426908803034,2024-09-11 22h51.55.295149 +0530,
94,0.5,2.5,95.28114220011048,,95.26574670011178,95.28114220011048,95.78139530005865,95.78139530005865,95.78139530005865,96.08101830002852,96.2824826000724,left,-2.5,1,1,0.4998839998152107,Ashish,001,2024-09-11_22h51.35.404,Adaptive Staircase Procedure,2024.2.1post4,59.66426908803034,2024-09-11 22h51.55.295149 +0530,
95,0.5,2.5,96.29763390007429,,96.28266960009933,96.29763390007429,96.79725540010259,96.79725540010259,96.79725540010259,97.09746209997684,97.3322336000856,right,2.5,1,1,0.5261031000409275,Ashish,001,2024-09-11_22h51.35.404,Adaptive Staircase Procedure,2024.2.1post4,59.66426908803034,2024-09-11 22h51.55.295149 +0530,
96,0.5,2.0,97.34738330007531,,97.33242899994366,97.34738330007531,97.84732310008258,97.84732310008258,97.84732310008258,98.14781180000864,98.33173600002192,left,-2.0,1,1,0.4704843000508845,Ashish,001,2024-09-11_22h51.35.404,Adaptive Staircase Procedure,2024.2.1post4,59.66426908803034,2024-09-11 22h51.55.295149 +0530,
97,0.5,2.0,98.34729310008697,,98.33199189999141,98.34729310008697,98.83043029997498,98.83043029997498,98.83043029997498,99.13103480008431,99.23171079996973,right,2.0,1,1,0.3898948000278324,Ashish,001,2024-09-11_22h51.35.404,Adaptive Staircase Procedure,2024.2.1post4,59.66426908803034,2024-09-11 22h51.55.295149 +0530,
98,0.5,2.0,99.2478598000016,,99.23188879992813,99.2478598000016,99.74733399995603,99.74733399995603,99.74733399995603,100.04787379992194,100.28155510011129,right,2.0,0,0,0.5288969001267105,Ashish,001,2024-09-11_22h51.35.404,Adaptive Staircase Procedure,2024.2.1post4,59.66426908803034,2024-09-11 22h51.55.295149 +0530,
99,0.5,2.5,100.29749720008112,,100.28178780013695,100.29749720008112,100.78095509996638,100.78095509996638,100.78095509996638,101.08075239998288,101.29837270011194,right,2.5,1,1,0.5097898999229074,Ashish,001,2024-09-11_22h51.35.404,Adaptive Staircase Procedure,2024.2.1post4,59.66426908803034,2024-09-11 22h51.55.295149 +0530,
